t,x,y,psi,u,v,r
5.740000,7.136958322e+00,0.000000000e+00,0.000000000e+00,1.537468734e+00,0.000000000e+00,0.000000000e+00
5.750000,7.152333442e+00,0.000000000e+00,0.000000000e+00,1.537555000e+00,0.000000000e+00,0.000000000e+00
5.760000,7.167709420e+00,0.000000000e+00,0.000000000e+00,1.537640508e+00,0.000000000e+00,0.000000000e+00
5.770000,7.183086249e+00,0.000000000e+00,0.000000000e+00,1.537725266e+00,0.000000000e+00,0.000000000e+00
5.780000,7.198463923e+00,0.000000000e+00,0.000000000e+00,1.537809281e+00,0.000000000e+00,0.000000000e+00
5.790000,7.213842432e+00,0.000000000e+00,0.000000000e+00,1.537892558e+00,0.000000000e+00,0.000000000e+00
5.800000,7.229221771e+00,0.000000000e+00,0.000000000e+00,1.537975105e+00,0.000000000e+00,0.000000000e+00
5.810000,7.244601932e+00,0.000000000e+00,0.000000000e+00,1.538056927e+00,0.000000000e+00,0.000000000e+00
5.820000,7.259982908e+00,0.000000000e+00,0.000000000e+00,1.538138031e+00,0.000000000e+00,0.000000000e+00
5.830000,7.275364690e+00,0.000000000e+00,0.000000000e+00,1.538218424e+00,0.000000000e+00,0.000000000e+00
5.840000,7.290747274e+00,0.000000000e+00,0.000000000e+00,1.538298111e+00,0.000000000e+00,0.000000000e+00
5.850000,7.306130650e+00,0.000000000e+00,0.000000000e+00,1.538377099e+00,0.000000000e+00,0.000000000e+00
5.860000,7.321514813e+00,0.000000000e+00,0.000000000e+00,1.538455395e+00,0.000000000e+00,0.000000000e+00
5.870000,7.336899756e+00,0.000000000e+00,0.000000000e+00,1.538533003e+00,0.000000000e+00,0.000000000e+00
5.880000,7.352285471e+00,0.000000000e+00,0.000000000e+00,1.538609930e+00,0.000000000e+00,0.000000000e+00
5.890000,7.367671952e+00,0.000000000e+00,0.000000000e+00,1.538686182e+00,0.000000000e+00,0.000000000e+00
5.900000,7.383059193e+00,0.000000000e+00,0.000000000e+00,1.538761765e+00,0.000000000e+00,0.000000000e+00
5.910000,7.398447185e+00,0.000000000e+00,0.000000000e+00,1.538836685e+00,0.000000000e+00,0.000000000e+00
5.920000,7.413835924e+00,0.000000000e+00,0.000000000e+00,1.538910948e+00,0.000000000e+00,0.000000000e+00
5.930000,7.429225402e+00,0.000000000e+00,0.000000000e+00,1.538984559e+00,0.000000000e+00,0.000000000e+00
5.940000,7.444615613e+00,0.000000000e+00,0.000000000e+00,1.539057524e+00,0.000000000e+00,0.000000000e+00
5.950000,7.460006550e+00,0.000000000e+00,0.000000000e+00,1.539129848e+00,0.000000000e+00,0.000000000e+00
5.960000,7.475398208e+00,0.000000000e+00,0.000000000e+00,1.539201539e+00,0.000000000e+00,0.000000000e+00
5.970000,7.490790579e+00,0.000000000e+00,0.000000000e+00,1.539272600e+00,0.000000000e+00,0.000000000e+00
5.980000,7.506183658e+00,0.000000000e+00,0.000000000e+00,1.539343038e+00,0.000000000e+00,0.000000000e+00
5.990000,7.521577438e+00,0.000000000e+00,0.000000000e+00,1.539412857e+00,0.000000000e+00,0.000000000e+00
6.000000,7.536971913e+00,0.000000000e+00,0.000000000e+00,1.539482064e+00,0.000000000e+00,0.000000000e+00
6.010000,7.552367077e+00,0.000000000e+00,0.000000000e+00,1.539550664e+00,0.000000000e+00,0.000000000e+00
6.020000,7.567762924e+00,0.000000000e+00,0.000000000e+00,1.539618662e+00,0.000000000e+00,0.000000000e+00
6.030000,7.583159448e+00,0.000000000e+00,0.000000000e+00,1.539686063e+00,0.000000000e+00,0.000000000e+00
6.040000,7.598556643e+00,0.000000000e+00,0.000000000e+00,1.539752873e+00,0.000000000e+00,0.000000000e+00
6.050000,7.613954504e+00,0.000000000e+00,0.000000000e+00,1.539819097e+00,0.000000000e+00,0.000000000e+00
6.060000,7.629353023e+00,0.000000000e+00,0.000000000e+00,1.539884740e+00,0.000000000e+00,0.000000000e+00
6.070000,7.644752197e+00,0.000000000e+00,0.000000000e+00,1.539949806e+00,0.000000000e+00,0.000000000e+00
6.080000,7.660152018e+00,0.000000000e+00,0.000000000e+00,1.540014302e+00,0.000000000e+00,0.000000000e+00
6.090000,7.675552481e+00,0.000000000e+00,0.000000000e+00,1.540078232e+00,0.000000000e+00,0.000000000e+00
6.100000,7.690953580e+00,0.000000000e+00,0.000000000e+00,1.540141601e+00,0.000000000e+00,0.000000000e+00
6.110000,7.706355311e+00,0.000000000e+00,0.000000000e+00,1.540204413e+00,0.000000000e+00,0.000000000e+00
6.120000,7.721757667e+00,0.000000000e+00,0.000000000e+00,1.540266675e+00,0.000000000e+00,0.000000000e+00
6.130000,7.737160643e+00,0.000000000e+00,0.000000000e+00,1.540328391e+00,0.000000000e+00,0.000000000e+00
6.140000,7.752564233e+00,0.000000000e+00,0.000000000e+00,1.540389564e+00,0.000000000e+00,0.000000000e+00
6.150000,7.767968432e+00,0.000000000e+00,0.000000000e+00,1.540450202e+00,0.000000000e+00,0.000000000e+00
6.160000,7.783373235e+00,0.000000000e+00,0.000000000e+00,1.540510307e+00,0.000000000e+00,0.000000000e+00
6.170000,7.798778637e+00,0.000000000e+00,0.000000000e+00,1.540569884e+00,0.000000000e+00,0.000000000e+00
6.180000,7.814184631e+00,0.000000000e+00,0.000000000e+00,1.540628939e+00,0.000000000e+00,0.000000000e+00
6.190000,7.829591214e+00,0.000000000e+00,0.000000000e+00,1.540687476e+00,0.000000000e+00,0.000000000e+00
6.200000,7.844998379e+00,0.000000000e+00,0.000000000e+00,1.540745499e+00,0.000000000e+00,0.000000000e+00
6.210000,7.860406122e+00,0.000000000e+00,0.000000000e+00,1.540803013e+00,0.000000000e+00,0.000000000e+00
6.220000,7.875814438e+00,0.000000000e+00,0.000000000e+00,1.540860023e+00,0.000000000e+00,0.000000000e+00
6.230000,7.891223321e+00,0.000000000e+00,0.000000000e+00,1.540916532e+00,0.000000000e+00,0.000000000e+00
6.240000,7.906632767e+00,0.000000000e+00,0.000000000e+00,1.540972546e+00,0.000000000e+00,0.000000000e+00
6.250000,7.922042770e+00,0.000000000e+00,0.000000000e+00,1.541028067e+00,0.000000000e+00,0.000000000e+00
6.260000,7.937453326e+00,0.000000000e+00,0.000000000e+00,1.541083102e+00,0.000000000e+00,0.000000000e+00
6.270000,7.952864430e+00,0.000000000e+00,0.000000000e+00,1.541137654e+00,0.000000000e+00,0.000000000e+00
6.280000,7.968276078e+00,0.000000000e+00,0.000000000e+00,1.541191727e+00,0.000000000e+00,0.000000000e+00
6.290000,7.983688263e+00,0.000000000e+00,0.000000000e+00,1.541245326e+00,0.000000000e+00,0.000000000e+00
6.300000,7.999100983e+00,0.000000000e+00,0.000000000e+00,1.541298454e+00,0.000000000e+00,0.000000000e+00
6.310000,8.014514231e+00,0.000000000e+00,0.000000000e+00,1.541351117e+00,0.000000000e+00,0.000000000e+00
6.320000,8.029928003e+00,0.000000000e+00,0.000000000e+00,1.541403317e+00,0.000000000e+00,0.000000000e+00
6.330000,8.045342296e+00,0.000000000e+00,0.000000000e+00,1.541455059e+00,0.000000000e+00,0.000000000e+00
6.340000,8.060757103e+00,0.000000000e+00,0.000000000e+00,1.541506347e+00,0.000000000e+00,0.000000000e+00
6.350000,8.076172421e+00,0.000000000e+00,0.000000000e+00,1.541557186e+00,0.000000000e+00,0.000000000e+00
6.360000,8.091588245e+00,0.000000000e+00,0.000000000e+00,1.541607578e+00,0.000000000e+00,0.000000000e+00
6.370000,8.107004571e+00,0.000000000e+00,0.000000000e+00,1.541657528e+00,0.000000000e+00,0.000000000e+00
6.380000,8.122421394e+00,0.000000000e+00,0.000000000e+00,1.541707039e+00,0.000000000e+00,0.000000000e+00
6.390000,8.137838711e+00,0.000000000e+00,0.000000000e+00,1.541756117e+00,0.000000000e+00,0.000000000e+00
6.400000,8.153256515e+00,0.000000000e+00,0.000000000e+00,1.541804763e+00,0.000000000e+00,0.000000000e+00
6.410000,8.168674804e+00,0.000000000e+00,0.000000000e+00,1.541852983e+00,0.000000000e+00,0.000000000e+00
6.420000,8.184093574e+00,0.000000000e+00,0.000000000e+00,1.541900780e+00,0.000000000e+00,0.000000000e+00
6.430000,8.199512819e+00,0.000000000e+00,0.000000000e+00,1.541948157e+00,0.000000000e+00,0.000000000e+00
6.440000,8.214932535e+00,0.000000000e+00,0.000000000e+00,1.541995119e+00,0.000000000e+00,0.000000000e+00
6.450000,8.230352720e+00,0.000000000e+00,0.000000000e+00,1.542041668e+00,0.000000000e+00,0.000000000e+00
6.460000,8.245773367e+00,0.000000000e+00,0.000000000e+00,1.542087809e+00,0.000000000e+00,0.000000000e+00
6.470000,8.261194474e+00,0.000000000e+00,0.000000000e+00,1.542133546e+00,0.000000000e+00,0.000000000e+00
6.480000,8.276616037e+00,0.000000000e+00,0.000000000e+00,1.542178881e+00,0.000000000e+00,0.000000000e+00
6.490000,8.292038051e+00,0.000000000e+00,0.000000000e+00,1.542223818e+00,0.000000000e+00,0.000000000e+00
6.500000,8.307460512e+00,0.000000000e+00,0.000000000e+00,1.542268361e+00,0.000000000e+00,0.000000000e+00
6.510000,8.322883417e+00,0.000000000e+00,0.000000000e+00,1.542312513e+00,0.000000000e+00,0.000000000e+00
6.520000,8.338306761e+00,0.000000000e+00,0.000000000e+00,1.542356277e+00,0.000000000e+00,0.000000000e+00
6.530000,8.353730541e+00,0.000000000e+00,0.000000000e+00,1.542399658e+00,0.000000000e+00,0.000000000e+00
6.540000,8.369154753e+00,0.000000000e+00,0.000000000e+00,1.542442658e+00,0.000000000e+00,0.000000000e+00
6.550000,8.384579393e+00,0.000000000e+00,0.000000000e+00,1.542485281e+00,0.000000000e+00,0.000000000e+00
6.560000,8.400004457e+00,0.000000000e+00,0.000000000e+00,1.542527530e+00,0.000000000e+00,0.000000000e+00
6.570000,8.415429942e+00,0.000000000e+00,0.000000000e+00,1.542569408e+00,0.000000000e+00,0.000000000e+00
6.580000,8.430855844e+00,0.000000000e+00,0.000000000e+00,1.542610918e+00,0.000000000e+00,0.000000000e+00
6.590000,8.446282159e+00,0.000000000e+00,0.000000000e+00,1.542652065e+00,0.000000000e+00,0.000000000e+00
6.600000,8.461708884e+00,0.000000000e+00,0.000000000e+00,1.542692850e+00,0.000000000e+00,0.000000000e+00
6.610000,8.477136015e+00,0.000000000e+00,0.000000000e+00,1.542733277e+00,0.000000000e+00,0.000000000e+00
6.620000,8.492563549e+00,0.000000000e+00,0.000000000e+00,1.542773350e+00,0.000000000e+00,0.000000000e+00
6.630000,8.507991481e+00,0.000000000e+00,0.000000000e+00,1.542813071e+00,0.000000000e+00,0.000000000e+00
6.640000,8.523419809e+00,0.000000000e+00,0.000000000e+00,1.542852444e+00,0.000000000e+00,0.000000000e+00
6.650000,8.538848529e+00,0.000000000e+00,0.000000000e+00,1.542891471e+00,0.000000000e+00,0.000000000e+00
6.660000,8.554277637e+00,0.000000000e+00,0.000000000e+00,1.542930156e+00,0.000000000e+00,0.000000000e+00
6.670000,8.569707131e+00,0.000000000e+00,0.000000000e+00,1.542968501e+00,0.000000000e+00,0.000000000e+00
6.680000,8.585137006e+00,0.000000000e+00,0.000000000e+00,1.543006510e+00,0.000000000e+00,0.000000000e+00
6.690000,8.600567260e+00,0.000000000e+00,0.000000000e+00,1.543044185e+00,0.000000000e+00,0.000000000e+00
6.700000,8.615997889e+00,0.000000000e+00,0.000000000e+00,1.543081530e+00,0.000000000e+00,0.000000000e+00
6.710000,8.631428889e+00,0.000000000e+00,0.000000000e+00,1.543118547e+00,0.000000000e+00,0.000000000e+00
6.720000,8.646860258e+00,0.000000000e+00,0.000000000e+00,1.543155239e+00,0.000000000e+00,0.000000000e+00
6.730000,8.662291993e+00,0.000000000e+00,0.000000000e+00,1.543191610e+00,0.000000000e+00,0.000000000e+00
6.740000,8.677724090e+00,0.000000000e+00,0.000000000e+00,1.543227661e+00,0.000000000e+00,0.000000000e+00
6.750000,8.693156545e+00,0.000000000e+00,0.000000000e+00,1.543263396e+00,0.000000000e+00,0.000000000e+00
6.760000,8.708589356e+00,0.000000000e+00,0.000000000e+00,1.543298817e+00,0.000000000e+00,0.000000000e+00
6.770000,8.724022520e+00,0.000000000e+00,0.000000000e+00,1.543333928e+00,0.000000000e+00,0.000000000e+00
6.780000,8.739456034e+00,0.000000000e+00,0.000000000e+00,1.543368730e+00,0.000000000e+00,0.000000000e+00
6.790000,8.754889894e+00,0.000000000e+00,0.000000000e+00,1.543403227e+00,0.000000000e+00,0.000000000e+00
6.800000,8.770324098e+00,0.000000000e+00,0.000000000e+00,1.543437422e+00,0.000000000e+00,0.000000000e+00
6.810000,8.785758641e+00,0.000000000e+00,0.000000000e+00,1.543471316e+00,0.000000000e+00,0.000000000e+00
6.820000,8.801193523e+00,0.000000000e+00,0.000000000e+00,1.543504913e+00,0.000000000e+00,0.000000000e+00
6.830000,8.816628739e+00,0.000000000e+00,0.000000000e+00,1.543538215e+00,0.000000000e+00,0.000000000e+00
6.840000,8.832064286e+00,0.000000000e+00,0.000000000e+00,1.543571225e+00,0.000000000e+00,0.000000000e+00
6.850000,8.847500162e+00,0.000000000e+00,0.000000000e+00,1.543603946e+00,0.000000000e+00,0.000000000e+00
6.860000,8.862936364e+00,0.000000000e+00,0.000000000e+00,1.543636379e+00,0.000000000e+00,0.000000000e+00
6.870000,8.878372889e+00,0.000000000e+00,0.000000000e+00,1.543668528e+00,0.000000000e+00,0.000000000e+00
6.880000,8.893809734e+00,0.000000000e+00,0.000000000e+00,1.543700394e+00,0.000000000e+00,0.000000000e+00
6.890000,8.909246896e+00,0.000000000e+00,0.000000000e+00,1.543731981e+00,0.000000000e+00,0.000000000e+00
6.900000,8.924684372e+00,0.000000000e+00,0.000000000e+00,1.543763291e+00,0.000000000e+00,0.000000000e+00
6.910000,8.940122161e+00,0.000000000e+00,0.000000000e+00,1.543794326e+00,0.000000000e+00,0.000000000e+00
6.920000,8.955560258e+00,0.000000000e+00,0.000000000e+00,1.543825089e+00,0.000000000e+00,0.000000000e+00
6.930000,8.970998662e+00,0.000000000e+00,0.000000000e+00,1.543855582e+00,0.000000000e+00,0.000000000e+00
6.940000,8.986437369e+00,0.000000000e+00,0.000000000e+00,1.543885807e+00,0.000000000e+00,0.000000000e+00
6.950000,9.001876377e+00,0.000000000e+00,0.000000000e+00,1.543915767e+00,0.000000000e+00,0.000000000e+00
6.960000,9.017315683e+00,0.000000000e+00,0.000000000e+00,1.543945465e+00,0.000000000e+00,0.000000000e+00
6.970000,9.032755285e+00,0.000000000e+00,0.000000000e+00,1.543974901e+00,0.000000000e+00,0.000000000e+00
6.980000,9.048195180e+00,0.000000000e+00,0.000000000e+00,1.544004080e+00,0.000000000e+00,0.000000000e+00
6.990000,9.063635366e+00,0.000000000e+00,0.000000000e+00,1.544033002e+00,0.000000000e+00,0.000000000e+00
7.000000,9.079075840e+00,0.000000000e+00,0.000000000e+00,1.544061671e+00,0.000000000e+00,0.000000000e+00
7.010000,9.094516599e+00,0.000000000e+00,0.000000000e+00,1.544090088e+00,0.000000000e+00,0.000000000e+00
7.020000,9.109957641e+00,0.000000000e+00,0.000000000e+00,1.544118255e+00,0.000000000e+00,0.000000000e+00
7.030000,9.125398963e+00,0.000000000e+00,0.000000000e+00,1.544146176e+00,0.000000000e+00,0.000000000e+00
7.040000,9.140840563e+00,0.000000000e+00,0.000000000e+00,1.544173851e+00,0.000000000e+00,0.000000000e+00
7.050000,9.156282439e+00,0.000000000e+00,0.000000000e+00,1.544201284e+00,0.000000000e+00,0.000000000e+00
7.060000,9.171724588e+00,0.000000000e+00,0.000000000e+00,1.544228476e+00,0.000000000e+00,0.000000000e+00
7.070000,9.187167008e+00,0.000000000e+00,0.000000000e+00,1.544255430e+00,0.000000000e+00,0.000000000e+00
7.080000,9.202609696e+00,0.000000000e+00,0.000000000e+00,1.544282147e+00,0.000000000e+00,0.000000000e+00
7.090000,9.218052650e+00,0.000000000e+00,0.000000000e+00,1.544308629e+00,0.000000000e+00,0.000000000e+00
7.100000,9.233495868e+00,0.000000000e+00,0.000000000e+00,1.544334879e+00,0.000000000e+00,0.000000000e+00
7.110000,9.248939347e+00,0.000000000e+00,0.000000000e+00,1.544360899e+00,0.000000000e+00,0.000000000e+00
7.120000,9.264383085e+00,0.000000000e+00,0.000000000e+00,1.544386691e+00,0.000000000e+00,0.000000000e+00
7.130000,9.279827080e+00,0.000000000e+00,0.000000000e+00,1.544412256e+00,0.000000000e+00,0.000000000e+00
7.140000,9.295271329e+00,0.000000000e+00,0.000000000e+00,1.544437597e+00,0.000000000e+00,0.000000000e+00
7.150000,9.310715831e+00,0.000000000e+00,0.000000000e+00,1.544462715e+00,0.000000000e+00,0.000000000e+00
7.160000,9.326160583e+00,0.000000000e+00,0.000000000e+00,1.544487614e+00,0.000000000e+00,0.000000000e+00
7.170000,9.341605583e+00,0.000000000e+00,0.000000000e+00,1.544512293e+00,0.000000000e+00,0.000000000e+00
7.180000,9.357050828e+00,0.000000000e+00,0.000000000e+00,1.544536757e+00,0.000000000e+00,0.000000000e+00
7.190000,9.372496317e+00,0.000000000e+00,0.000000000e+00,1.544561005e+00,0.000000000e+00,0.000000000e+00
7.200000,9.387942047e+00,0.000000000e+00,0.000000000e+00,1.544585041e+00,0.000000000e+00,0.000000000e+00
7.210000,9.403388017e+00,0.000000000e+00,0.000000000e+00,1.544608866e+00,0.000000000e+00,0.000000000e+00
7.220000,9.418834224e+00,0.000000000e+00,0.000000000e+00,1.544632481e+00,0.000000000e+00,0.000000000e+00
7.230000,9.434280666e+00,0.000000000e+00,0.000000000e+00,1.544655890e+00,0.000000000e+00,0.000000000e+00
7.240000,9.449727341e+00,0.000000000e+00,0.000000000e+00,1.544679093e+00,0.000000000e+00,0.000000000e+00
7.250000,9.465174247e+00,0.000000000e+00,0.000000000e+00,1.544702093e+00,0.000000000e+00,0.000000000e+00
7.260000,9.480621382e+00,0.000000000e+00,0.000000000e+00,1.544724891e+00,0.000000000e+00,0.000000000e+00
7.270000,9.496068744e+00,0.000000000e+00,0.000000000e+00,1.544747488e+00,0.000000000e+00,0.000000000e+00
7.280000,9.511516331e+00,0.000000000e+00,0.000000000e+00,1.544769888e+00,0.000000000e+00,0.000000000e+00
7.290000,9.526964142e+00,0.000000000e+00,0.000000000e+00,1.544792091e+00,0.000000000e+00,0.000000000e+00
7.300000,9.542412173e+00,0.000000000e+00,0.000000000e+00,1.544814099e+00,0.000000000e+00,0.000000000e+00
7.310000,9.557860423e+00,0.000000000e+00,0.000000000e+00,1.544835914e+00,0.000000000e+00,0.000000000e+00
7.320000,9.573308890e+00,0.000000000e+00,0.000000000e+00,1.544857538e+00,0.000000000e+00,0.000000000e+00
7.330000,9.588757573e+00,0.000000000e+00,0.000000000e+00,1.544878972e+00,0.000000000e+00,0.000000000e+00
7.340000,9.604206469e+00,0.000000000e+00,0.000000000e+00,1.544900217e+00,0.000000000e+00,0.000000000e+00
7.350000,9.619655577e+00,0.000000000e+00,0.000000000e+00,1.544921277e+00,0.000000000e+00,0.000000000e+00
7.360000,9.635104894e+00,0.000000000e+00,0.000000000e+00,1.544942151e+00,0.000000000e+00,0.000000000e+00
7.370000,9.650554419e+00,0.000000000e+00,0.000000000e+00,1.544962843e+00,0.000000000e+00,0.000000000e+00
7.380000,9.666004150e+00,0.000000000e+00,0.000000000e+00,1.544983353e+00,0.000000000e+00,0.000000000e+00
7.390000,9.681454086e+00,0.000000000e+00,0.000000000e+00,1.545003683e+00,0.000000000e+00,0.000000000e+00
7.400000,9.696904223e+00,0.000000000e+00,0.000000000e+00,1.545023834e+00,0.000000000e+00,0.000000000e+00
7.410000,9.712354562e+00,0.000000000e+00,0.000000000e+00,1.545043809e+00,0.000000000e+00,0.000000000e+00
7.420000,9.727805099e+00,0.000000000e+00,0.000000000e+00,1.545063609e+00,0.000000000e+00,0.000000000e+00
7.430000,9.743255833e+00,0.000000000e+00,0.000000000e+00,1.545083234e+00,0.000000000e+00,0.000000000e+00
7.440000,9.758706763e+00,0.000000000e+00,0.000000000e+00,1.545102688e+00,0.000000000e+00,0.000000000e+00
7.450000,9.774157886e+00,0.000000000e+00,0.000000000e+00,1.545121971e+00,0.000000000e+00,0.000000000e+00
7.460000,9.789609202e+00,0.000000000e+00,0.000000000e+00,1.545141084e+00,0.000000000e+00,0.000000000e+00
7.470000,9.805060708e+00,0.000000000e+00,0.000000000e+00,1.545160030e+00,0.000000000e+00,0.000000000e+00
7.480000,9.820512402e+00,0.000000000e+00,0.000000000e+00,1.545178810e+00,0.000000000e+00,0.000000000e+00
7.490000,9.835964283e+00,0.000000000e+00,0.000000000e+00,1.545197425e+00,0.000000000e+00,0.000000000e+00
7.500000,9.851416350e+00,0.000000000e+00,0.000000000e+00,1.545215877e+00,0.000000000e+00,0.000000000e+00
7.510000,9.866868600e+00,0.000000000e+00,0.000000000e+00,1.545234166e+00,0.000000000e+00,0.000000000e+00
7.520000,9.882321033e+00,0.000000000e+00,0.000000000e+00,1.545252296e+00,0.000000000e+00,0.000000000e+00
7.530000,9.897773646e+00,0.000000000e+00,0.000000000e+00,1.545270266e+00,0.000000000e+00,0.000000000e+00
7.540000,9.913226438e+00,0.000000000e+00,0.000000000e+00,1.545288078e+00,0.000000000e+00,0.000000000e+00
7.550000,9.928679407e+00,0.000000000e+00,0.000000000e+00,1.545305735e+00,0.000000000e+00,0.000000000e+00
7.560000,9.944132552e+00,0.000000000e+00,0.000000000e+00,1.545323236e+00,0.000000000e+00,0.000000000e+00
7.570000,9.959585871e+00,0.000000000e+00,0.000000000e+00,1.545340584e+00,0.000000000e+00,0.000000000e+00
7.580000,9.975039363e+00,0.000000000e+00,0.000000000e+00,1.545357779e+00,0.000000000e+00,0.000000000e+00
7.590000,9.990493026e+00,0.000000000e+00,0.000000000e+00,1.545374824e+00,0.000000000e+00,0.000000000e+00
7.600000,1.000594686e+01,0.000000000e+00,0.000000000e+00,1.545391719e+00,0.000000000e+00,0.000000000e+00
7.610000,1.002140086e+01,0.000000000e+00,0.000000000e+00,1.545408466e+00,0.000000000e+00,0.000000000e+00
7.620000,1.003685503e+01,0.000000000e+00,0.000000000e+00,1.545425066e+00,0.000000000e+00,0.000000000e+00
7.630000,1.005230936e+01,0.000000000e+00,0.000000000e+00,1.545441520e+00,0.000000000e+00,0.000000000e+00
7.640000,1.006776386e+01,0.000000000e+00,0.000000000e+00,1.545457830e+00,0.000000000e+00,0.000000000e+00
7.650000,1.008321852e+01,0.000000000e+00,0.000000000e+00,1.545473996e+00,0.000000000e+00,0.000000000e+00
7.660000,1.009867334e+01,0.000000000e+00,0.000000000e+00,1.545490021e+00,0.000000000e+00,0.000000000e+00
7.670000,1.011412832e+01,0.000000000e+00,0.000000000e+00,1.545505906e+00,0.000000000e+00,0.000000000e+00
7.680000,1.012958345e+01,0.000000000e+00,0.000000000e+00,1.545521651e+00,0.000000000e+00,0.000000000e+00
7.690000,1.014503875e+01,0.000000000e+00,0.000000000e+00,1.545537257e+00,0.000000000e+00,0.000000000e+00
7.700000,1.016049420e+01,0.000000000e+00,0.000000000e+00,1.545552727e+00,0.000000000e+00,0.000000000e+00
7.710000,1.017594980e+01,0.000000000e+00,0.000000000e+00,1.545568061e+00,0.000000000e+00,0.000000000e+00
7.720000,1.019140556e+01,0.000000000e+00,0.000000000e+00,1.545583261e+00,0.000000000e+00,0.000000000e+00
7.730000,1.020686147e+01,0.000000000e+00,0.000000000e+00,1.545598327e+00,0.000000000e+00,0.000000000e+00
7.740000,1.022231753e+01,0.000000000e+00,0.000000000e+00,1.545613261e+00,0.000000000e+00,0.000000000e+00
7.750000,1.023777373e+01,0.000000000e+00,0.000000000e+00,1.545628064e+00,0.000000000e+00,0.000000000e+00
7.760000,1.025323009e+01,0.000000000e+00,0.000000000e+00,1.545642737e+00,0.000000000e+00,0.000000000e+00
7.770000,1.026868659e+01,0.000000000e+00,0.000000000e+00,1.545657281e+00,0.000000000e+00,0.000000000e+00
7.780000,1.028414323e+01,0.000000000e+00,0.000000000e+00,1.545671698e+00,0.000000000e+00,0.000000000e+00
7.790000,1.029960002e+01,0.000000000e+00,0.000000000e+00,1.545685988e+00,0.000000000e+00,0.000000000e+00
7.800000,1.031505695e+01,0.000000000e+00,0.000000000e+00,1.545700153e+00,0.000000000e+00,0.000000000e+00
7.810000,1.033051402e+01,0.000000000e+00,0.000000000e+00,1.545714194e+00,0.000000000e+00,0.000000000e+00
7.820000,1.034597124e+01,0.000000000e+00,0.000000000e+00,1.545728111e+00,0.000000000e+00,0.000000000e+00
7.830000,1.036142859e+01,0.000000000e+00,0.000000000e+00,1.545741906e+00,0.000000000e+00,0.000000000e+00
7.840000,1.037688607e+01,0.000000000e+00,0.000000000e+00,1.545755580e+00,0.000000000e+00,0.000000000e+00
7.850000,1.039234370e+01,0.000000000e+00,0.000000000e+00,1.545769135e+00,0.000000000e+00,0.000000000e+00
7.860000,1.040780146e+01,0.000000000e+00,0.000000000e+00,1.545782570e+00,0.000000000e+00,0.000000000e+00
7.870000,1.042325935e+01,0.000000000e+00,0.000000000e+00,1.545795887e+00,0.000000000e+00,0.000000000e+00
7.880000,1.043871737e+01,0.000000000e+00,0.000000000e+00,1.545809088e+00,0.000000000e+00,0.000000000e+00
7.890000,1.045417553e+01,0.000000000e+00,0.000000000e+00,1.545822173e+00,0.000000000e+00,0.000000000e+00
7.900000,1.046963382e+01,0.000000000e+00,0.000000000e+00,1.545835143e+00,0.000000000e+00,0.000000000e+00
7.910000,1.048509223e+01,0.000000000e+00,0.000000000e+00,1.545847999e+00,0.000000000e+00,0.000000000e+00
7.920000,1.050055078e+01,0.000000000e+00,0.000000000e+00,1.545860742e+00,0.000000000e+00,0.000000000e+00
7.930000,1.051600945e+01,0.000000000e+00,0.000000000e+00,1.545873373e+00,0.000000000e+00,0.000000000e+00
7.940000,1.053146824e+01,0.000000000e+00,0.000000000e+00,1.545885894e+00,0.000000000e+00,0.000000000e+00
7.950000,1.054692716e+01,0.000000000e+00,0.000000000e+00,1.545898305e+00,0.000000000e+00,0.000000000e+00
7.960000,1.056238621e+01,0.000000000e+00,0.000000000e+00,1.545910607e+00,0.000000000e+00,0.000000000e+00
7.970000,1.057784538e+01,0.000000000e+00,0.000000000e+00,1.545922801e+00,0.000000000e+00,0.000000000e+00
7.980000,1.059330466e+01,0.000000000e+00,0.000000000e+00,1.545934888e+00,0.000000000e+00,0.000000000e+00
7.990000,1.060876407e+01,0.000000000e+00,0.000000000e+00,1.545946869e+00,0.000000000e+00,0.000000000e+00
8.000000,1.062422360e+01,0.000000000e+00,0.000000000e+00,1.545958744e+00,0.000000000e+00,0.000000000e+00
8.010000,1.063968325e+01,0.000000000e+00,0.000000000e+00,1.545970516e+00,0.000000000e+00,0.000000000e+00
8.020000,1.065514301e+01,0.000000000e+00,0.000000000e+00,1.545982184e+00,0.000000000e+00,0.000000000e+00
8.030000,1.067060289e+01,0.000000000e+00,0.000000000e+00,1.545993750e+00,0.000000000e+00,0.000000000e+00
8.040000,1.068606289e+01,0.000000000e+00,0.000000000e+00,1.546005215e+00,0.000000000e+00,0.000000000e+00
8.050000,1.070152299e+01,0.000000000e+00,0.000000000e+00,1.546016579e+00,0.000000000e+00,0.000000000e+00
8.060000,1.071698322e+01,0.000000000e+00,0.000000000e+00,1.546027843e+00,0.000000000e+00,0.000000000e+00
8.070000,1.073244355e+01,0.000000000e+00,0.000000000e+00,1.546039008e+00,0.000000000e+00,0.000000000e+00
8.080000,1.074790400e+01,0.000000000e+00,0.000000000e+00,1.546050075e+00,0.000000000e+00,0.000000000e+00
8.090000,1.076336455e+01,0.000000000e+00,0.000000000e+00,1.546061046e+00,0.000000000e+00,0.000000000e+00
8.100000,1.077882522e+01,0.000000000e+00,0.000000000e+00,1.546071920e+00,0.000000000e+00,0.000000000e+00
